gt,prompt
交通車,請用一個詞回答，什麼被定義為'指按照固定的時間和路線運行，用於接送員工，學生等特定群體的交通工具'？
箱型車,請用一個詞回答，什麼被定義為'一種中小型的，通常用於運輸貨物或者人員的封閉式汽車'？
義警,請用一個詞回答，什麼被定義為'協助公安工作的警務輔助人員'？
客運汽車,請用一個詞回答，什麼被定義為'一種設計用於長距離旅行的大型公共交通工具'？
家庭車,請用一個詞回答，什麼被定義為'個人或家庭擁有並用於個人或家庭出行的汽車'？
白牌車,請用一個詞回答，什麼被定義為'指未經過正規注冊或未取得合法營運許可，私自從事載客或貨運活動的非法出租車'？
露營車,請用一個詞回答，什麼被定義為'一種具有居家必備基本設施的汽車，俗稱“車輪上的家”'？
聯結车,請用一個詞回答，什麼被定義為'一種沒有動力，需要由汽車或其他動力車輛牽引的車輛'？
腳踏車,請用一個詞回答，什麼被定義為'一種有兩個輪子，由人力腳踏驅動的交通工具'？
越野車,請用一個詞回答，什麼被定義為'一種特殊設計用於山地騎行的自行車，具有強大的越野能力和耐用性'？
機車,請用一個詞回答，什麼被定義為'一種兩輪或三輪的機動車輛，主要用於個人或小型貨物的運輸'？
速可達,請用一個詞回答，什麼被定義為'一種結合了自行車踏板和摩托車動力系統的交通工具'？
行車距離,請用一個詞回答，什麼被定義為'指一輛車與前方車輛的距離'？
交通堵塞,請用一個詞回答，什麼被定義為'指由於車輛過多或道路狀況不佳，導緻車輛無法正常，順暢地行駛的情況'？
追撞,請用一個詞回答，什麼被定義為'指一輛車在行駛過程中，由於距離前車過近或反應不及，撞上前車的尾部的交通事故'？
酒測器,請用一個詞回答，什麼被定義為'一種用於檢測人體呼出氣體中酒精含量的設備，常用於酒駕檢測'？
駕訓班,請用一個詞回答，什麼被定義為'一種教育機構，專門負責教授和訓練學員駕駛技術，幫助他們獲取駕駛執照'？
違規記點,請用一個詞回答，什麼被定義為'一種對違反規定或行爲不當的個體進行懲罰的製度，通常以積累一定分數後會受到相應的處罰'？
罰鍰,請用一個詞回答，什麼被定義為'一種法律製裁手段，指因違反法律，法規或規章製度而被要求支付一定金額的處罰'？
後車廂,請用一個詞回答，什麼被定義為'汽車後部用於存放行李或其他物品的儲物空間'？
後照鏡,請用一個詞回答，什麼被定義為'裝置在車內或車外兩側專供司機觀察後麵情況的鏡子'？
邊燈,請用一個詞回答，什麼被定義為'車輛上用來標識車輛輪廓和大小的燈光設備'？
後車燈,請用一個詞回答，什麼被定義為'汽車尾部的燈，用於在夜間或視線不好的情況下，提醒後方的車輛和行人自己車輛的存在'？
方向燈,請用一個詞回答，什麼被定義為'汽車上用來指示車輛將要改變行駛方向的信號燈'？
入擋,請用一個詞回答，什麼被定義為'指在駕駛汽車時，通過改變汽車的傳動裝置中的齒輪比例，以適應汽車行駛的不同速度和路況'？
退擋,請用一個詞回答，什麼被定義為'指在駕駛過程中，爲了適應路況或車速變化，將汽車的變速器從高擋位調整到低擋位的操作'？
自動排擋,請用一個詞回答，什麼被定義為'一種汽車變速器，它可以自動改變汽車的齒輪比例，無需駕駛員手動切換'？
手動排擋,請用一個詞回答，什麼被定義為'一種汽車傳動繫統，駕駛員需要手動切換汽車的檔位'？
廢氣,請用一個詞回答，什麼被定義為'指汽車、飛機等燃燒燃料後排放出的廢氣'？
觀光局,請用一個詞回答，什麼被定義為'一個政府部門，負責規劃，管理和推廣一個地區或國家的旅遊業務'？
觀光勝地,請用一個詞回答，什麼被定義為'指因其自然風光、曆史文化、藝術建築等特色吸引大量遊客前來參觀的地方'？
徒步區,請用一個詞回答，什麼被定義為'指僅允許行人步行的區域'？
共乘,請用一個詞回答，什麼被定義為'同路的人拼湊起來共同乘坐一輛車，費用分攤'？
協力車,請用一個詞回答，什麼被定義為'一種設計有兩個座位和兩套腳踏裝置，可以由兩人同時騎行的自行車'？
𣘗𡑔絰理,請用一個詞回答，什麼被定義為'酒店或其他服務行業中負責監督和協調前颱接待，客戶服務和日常運營活動的管理人員'？
住商大樓,請用一個詞回答，什麼被定義為'兼有商業和居住兩種功用的樓房，一般一樓是店麵，樓上可住人'？
樓中樓,請用一個詞回答，什麼被定義為'在同一單元內分為上下兩個樓層的住宅戶型'？
門眼/ 防盗眼,請用一個詞回答，什麼被定義為'一種安裝在房門上，使得屋內的人無需開門就可以觀察到屋外的情況，從而保証自身的安全的小型光學儀器'？
房仲業,請用一個詞回答，什麼被定義為'一種服務，幫助買家和賣家進行房地産交易的中間人或公司'？
液化瓦斯,請用一個詞回答，什麼被定義為'一種通過壓縮或冷卻將氣體轉化為液體的燃料'？
瓦斯鋼瓶,請用一個詞回答，什麼被定義為'一種用於儲存液化石油氣或其他液化氣體的容器'？
瓦斯爐,請用一個詞回答，什麼被定義為'一種使用煤氣作為燃料的烹飪設備'？
夭然瓦斯管道,請用一個詞回答，什麼被定義為'用於輸送燃氣（如天然氣，液化石油氣等）的管道'？
瓦斯表,請用一個詞回答，什麼被定義為'計算燃氣使用數量的儀表'？
建築廢棄物,請用一個詞回答，什麼被定義為'建造或裝修房屋所産生的垃圾'？
抽風機,請用一個詞回答，什麼被定義為'一種用於將室內的空氣排出到室外，以改善室內空氣質量的設備'？
瑕疵品,請用一個詞回答，什麼被定義為'有殘損的産品'？
不實廣告,請用一個詞回答，什麼被定義為'指廣告中的信息或者承諾與實際商品或服務的性能，效果等存在誤導消費者的不真實情況'？
零碼,請用一個詞回答，什麼被定義為'指某一款商品的某一或幾個尺碼或顏色等規格已經售罄，無法提供完整規格選擇的商品'？
中盤商/中盤,請用一個詞回答，什麼被定義為'在生産商和消費者之間進行商品或服務買賣的個人或公司，他們購買大量商品並將其分銷給零售商或直接給消費者'？
不二價,請用一個詞回答，什麼被定義為'説出或標出的商品價格不變，不討價還價'？
保存期限,請用一個詞回答，什麼被定義為'指在規定的儲存條件下，産品能保持其應有品質的時間期限'？
保固,請用一個詞回答，什麼被定義為'指廠商或銷售商對其出售的産品在一定期限內出現質量問題，承諾免費維修或更換的服務承諾'？
網路購物,請用一個詞回答，什麼被定義為'通過互聯網使用電子支付方式購買商品或服務的活動'？
自動販賣機,請用一個詞回答，什麼被定義為'一種無需人工操作，通過投幣，刷卡等方式自動出售商品的機器'？
連身裙,請用一個詞回答，什麼被定義為'一種女性服裝，從肩部或頸部一直延伸到腿部的一件式裙子'？
褲裙,請用一個詞回答，什麼被定義為'一種結合了裙子和褲子兩種設計的服裝，看起來像裙子，但實際上有褲腿'？
蝴蝶䄂,請用一個詞回答，什麼被定義為'一種設計寬鬆，袖子和身體部分連在一起，形狀像蝙蝠翅膀的上衣'？
衛生褲,請用一個詞回答，什麼被定義為'一種在秋冬季節穿着的，用以保暖的內褲'？
衛生衣,請用一個詞回答，什麼被定義為'在秋季穿的，用於保暖的內衣'？
熱褲,請用一個詞回答，什麼被定義為'一種緊貼身體，長度通常在大腿中部或以上的短褲'？
楔型鞋,請用一個詞回答，什麼被定義為'鞋底前低後高，呈坡狀'？
綠花椰菜,請用一個詞回答，什麼被定義為'一種常見的蔬菜，其綠色的花朵和莖部都可以食用，富含多種營養素'？
太白粉,請用一個詞回答，什麼被定義為'一種由植物細胞製造並儲存的多糖，主要用作能量儲存物質'？
鳳梨,請用一個詞回答，什麼被定義為'一種原産勒南美洲巴西、巴拉圭個亞馬遜河流域一帶個熱帶水果，乃朝已勒熱帶地區廣泛種植'？
芭樂,請用一個詞回答，什麼被定義為'一種熱帶水果，其果實內含有大量的小顆粒，每個顆粒都包裹在透明的果肉中'？
柳橙,請用一個詞回答，什麼被定義為'一種常見的柑橘類水果，呈圓形，外皮爲橙色'？
羊大骨,請用一個詞回答，什麼被定義為'指羊的脊椎骨和附着在上麵的肉，是一種常見的烹飪食材，尤其在燒烤和火鍋中很受歡迎'？
鮭魚,請用一個詞回答，什麼被定義為'對漁業有很高商業價值的數種鮭形目鮭科鮭亞科的廣鹽性條鰭魚的通稱'？
鮪魚,請用一個詞回答，什麼被定義為'一種海水魚類，屬於鯖科下面的金槍魚族'？
蚵仔,請用一個詞回答，什麼被定義為'一種生活在海洋或淡水中的貝殼類動物，以其肉質鮮美和能夠産生珍珠而聞名'？
數位電視,請用一個詞回答，什麼被定義為'一種使用數字信號進行廣播的電視技術，提供了比傳統模擬電視更高的畫質和聲音質量'？
錄影機,請用一個詞回答，什麼被定義為'用來將電視影像和聲音記錄下來，並加以重新播放出的機器'？
數位相機,請用一個詞回答，什麼被定義為'一種利用電子感測器把光學影像轉換成電子數據的照相機'？
衛生棉,請用一個詞回答，什麼被定義為'婦女經期使用的衛生用品'？
衛生套/保險套,請用一個詞回答，什麼被定義為'一種護套形的屏障器具，主要應用於性交過程中，用以減低感染性傳播疾病和女性懷孕的風險'？
原子筆,請用一個詞回答，什麼被定義為'現代的一種書寫工具，利用筆桿末端的一顆走珠來分配墨水，使書寫者不用像在使用鋼筆一樣時常抽墨水補充'？
OK繃,請用一個詞回答，什麼被定義為'一種小型簡易的醫護用品，常使用在一些較小的傷口上，具有止血作用'？
